description,carb,fat,energy,protein,country,amount_type,queries
"['Squash and corn, baby food, strained']",[10.46],[0.68],[56.5],[2.26],USA,natural,I have a jar of baby food with squash and corn for my dinner.
"['Chicken fillet sandwich, from school cafeteria', 'Apple, raw']","[27.42, 27.62]","[7.42, 0.34]","[230.92, 104.0]","[13.45, 0.52]",USA,natural,I'm eating a chicken fillet sandwich and a medium raw apple for dinner.
"['Milk, reduced fat (2%)', 'Frankfurter or hot dog sandwich, reduced fat or light, plain, on white bun', 'Ground beef patty, cooked']","[11.98, 27.59, 0.0]","[4.64, 3.44, 15.45]","[122.0, 197.88, 231.2]","[8.17, 13.7, 21.63]",USA,natural,"For my dinner, I have a cup of reduced-fat milk, a frankfurter on a white bun, and a cooked medium ground beef patty."
"['Doughnut, custard-filled, with icing']",[41.62],[16.83],[331.2],[4.07],USA,natural,One custard-filled doughnut with icing is my snack right now.
"['Hard candy', 'Cake, shortcake, sponge type, with whipped cream and fruit']","[19.6, 55.83]","[0.04, 5.01]","[78.8, 285.56]","[0.0, 4.97]",USA,natural,"I'm enjoying a snack of hard candy and a cake that's about 3 inches wide, covered in whipped cream and fruit."
"['Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on wheat bread', 'Hot chocolate / Cocoa, made with dry mix and water']","[48.38, 28.27]","[18.74, 1.36]","[402.08, 133.92]","[14.07, 2.26]",USA,natural,"This morning, I ate a peanut butter and jelly sandwich on wheat bread and had a cup of hot chocolate on the side."
"['Hard candy', 'Beer']","[17.64, 17.04]","[0.04, 0.0]","[70.92, 206.4]","[0.0, 2.21]",USA,natural,I'm enjoying a can of beer along with a pack of hard candy as a quick snack.
"['Milk, fat free (skim)', 'Tea, hot, leaf, black']","[1.49, 1.44]","[0.02, 0.0]","[10.37, 4.8]","[1.05, 0.0]",USA,natural,I’m enjoying a medium cup of hot black tea with 1 fl oz of fat-free milk for my snack.
"['Orange juice, 100%, with calcium added, canned, bottled or in a carton', 'Doughnut, yeast type']","[13.97, 28.76]","[0.15, 13.62]","[58.28, 252.6]","[0.84, 3.68]",USA,natural,"For breakfast, I’m having an individual container of 100% orange juice with added calcium and a yeast doughnut."
"['Water, bottled, unsweetened', 'Soft drink, cola, diet']","[0.0, 1.04]","[0.0, 0.11]","[0.0, 7.2]","[0.0, 0.4]",USA,natural,I grabbed a 16.9 fl oz bottle of water and a 12 fl oz can of diet cola for my snack.
"['Cookie, peanut butter sandwich', 'Water, bottled, unsweetened', ""Cereal or granola bar (Kellogg's Nutri-Grain Cereal Bar)""]","[9.18, 0.0, 25.02]","[2.95, 0.0, 3.21]","[66.92, 0.0, 135.05]","[1.23, 0.0, 1.56]",USA,natural,"For breakfast, I'm having a peanut butter sandwich cookie, a cup of bottled water, and a Nutri-Grain cereal bar."
"['Pizza with meat other than pepperoni, from restaurant or fast food, thin crust']",[29.16],[19.13],[346.68],[14.43],USA,natural,"For a snack, I'm having a piece of extra-large thin crust pizza with meat other than pepperoni."
"['Caramel candy, chocolate covered', 'MILKY WAY Bar', 'Potato chips, barbecue flavored']","[41.58, 42.7, 15.66]","[7.44, 10.34, 8.7]","[237.69, 273.6, 136.36]","[3.02, 2.41, 1.82]",USA,natural,"For brunch, I'm having a chocolate-covered caramel candy bar, a 2 oz MILKY WAY Bar, and a small bag of barbecue-flavored potato chips."
"['Pasta with tomato-based sauce, home recipe', 'Hot chocolate / Cocoa, ready to drink']","[49.7, 41.02]","[3.0, 3.82]","[260.0, 225.68]","[9.22, 6.75]",USA,natural,"Tonight, I made a cup of pasta with my home recipe tomato sauce and paired it with a cup of hot chocolate."
"['Egg, whole, fried with margarine', 'Bread, white, toasted', 'Water, bottled, unsweetened']","[0.4, 13.52, 0.0]","[7.21, 0.98, 0.0]","[94.05, 74.25, 0.0]","[6.45, 2.59, 0.0]",USA,natural,"I’ve got one fried egg with margarine, a medium slice of toasted white bread, and a 20 fl oz bottle of water for breakfast."
"['Water, bottled, unsweetened', 'Pizza with pepperoni, stuffed crust']","[0.0, 29.91]","[0.0, 16.51]","[0.0, 325.6]","[0.0, 14.21]",USA,natural,"For my dinner, I’m having a bottle of unsweetened water alongside a medium stuffed crust pizza topped with pepperoni."
"['Raisins', 'Ice cream, vanilla']","[34.11, 28.32]","[0.11, 13.2]","[128.57, 248.4]","[1.42, 4.2]",USA,natural,I'm snacking on a scoop of vanilla ice cream and a small box of raisins.
"['Pastry, meat / poultry-filled', 'Milk, reduced fat (2%)', 'Apple juice, 100%']","[26.04, 11.98, 14.01]","[16.03, 4.64, 0.16]","[287.3, 122.0, 57.04]","[9.58, 8.17, 0.12]",USA,natural,"For breakfast, I had a kolache filled with meat, a cup of reduced fat milk, and an individual container of 100% apple juice."
"['Coffee, Cappuccino', 'Doughnut, custard-filled, with icing']","[9.94, 41.62]","[3.56, 16.83]","[97.2, 331.2]","[6.16, 4.07]",USA,natural,"For breakfast, I'm having a small cappuccino and a custard-filled doughnut with icing."
"['Pork chop, breaded or floured, fried, lean only eaten', 'Kidney beans and brown rice']","[13.01, 38.91]","[8.97, 7.77]","[216.8, 261.8]","[20.0, 10.06]",USA,natural,"For dinner, I'm having a medium fried pork chop and a cup of kidney beans with brown rice."
"['Yogurt, NS as to type of milk, flavors other than fruit']",[24.06],[3.7],[178.85],[12.47],USA,natural,"For a snack, I'm eating a cup of yogurt, but it’s not the fruit kind."
"['Pretzels, hard, plain, salted', 'Cookie, brownie, with icing or filling', 'Cookie, chocolate chip']","[0.8, 41.31, 19.61]","[0.03, 11.02, 7.42]","[3.84, 260.65, 147.6]","[0.1, 1.91, 1.53]",USA,natural,"For my snack, I ate a plain salted pretzel stick along with a medium cookie that's a brownie with icing, plus a medium chocolate chip cookie."
"['Milk, whole', 'Yogurt, Greek, nonfat milk, fruit', 'Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar)']","[11.39, 18.3, 19.0]","[7.81, 0.22, 2.0]","[146.4, 124.5, 97.92]","[8.0, 12.09, 1.0]",USA,natural,"For a snack, I’m having a cup of whole milk, a 5.3 oz container of nonfat Greek yogurt with fruit, and a Quaker Chewy 90 Calorie Granola Bar."
"['Cookie, animal']",[47.42],[8.83],[285.44],[4.42],USA,natural,I’m having a cup of animal cookies for a quick snack.
"['Chocolate milk, NFS', 'Yogurt, whole milk, fruit', 'Cheese, Mozzarella, part skim']","[33.38, 21.01, 1.26]","[0.0, 4.88, 5.78]","[166.16, 147.9, 84.48]","[8.41, 5.27, 6.72]",USA,natural,"For a snack, I'm having a cup of chocolate milk, a 6 oz container of whole milk yogurt with fruit, and a stick of part-skim mozzarella cheese."
"['Doughnut, cake type, with icing', 'Milk, whole']","[38.42, 11.39]","[17.39, 7.81]","[323.25, 146.4]","[3.19, 8.0]",USA,natural,I’m starting my day with a delicious doughnut topped with icing and a cup of whole milk.
"['Rice, white, cooked, made with oil', 'Beef steak, braised, lean and fat eaten']","[44.32, 0.0]","[5.09, 17.67]","[246.13, 336.34]","[4.24, 41.27]",USA,natural,"For lunch, I'm enjoying a cup of white rice made with oil and a cup of cooked diced beef steak."
"['Grapes, raw', 'Freezer pop']","[27.15, 9.62]","[0.24, 0.12]","[103.5, 39.5]","[1.08, 0.0]",USA,natural,I’m enjoying a cup of raw grapes along with a freezer pop as a snack.
"['Soft drink, fruit flavored, caffeine free', 'Chicken breast, fried, coated, skin / coating eaten, from fast food / restaurant', 'Chicken leg, drumstick and thigh, fried, coated, skin / coating eaten', 'Potato chips, ruffled, cheese flavored']","[62.87, 18.64, 11.52, 15.66]","[0.12, 29.59, 33.46, 8.7]","[248.0, 474.25, 505.05, 136.36]","[0.31, 33.76, 37.05, 1.82]",USA,natural,"For lunch, I had a bottle of caffeine-free fruit-flavored soft drink, a fried chicken breast, a medium fried chicken leg, and a small bag of cheese-flavored ruffled potato chips."
['Burrito with meat'],[39.02],[39.1],[653.4],[35.15],USA,natural,"For breakfast, I have a medium burrito loaded with meat."
"['Ice cream cone, soft serve, vanilla']",[39.3],[6.14],[236.25],[6.14],USA,natural,"Tonight, I'm enjoying a single cone of vanilla soft serve ice cream."
"['Soft drink, cola, diet', 'McDouble (McDonalds)']","[2.09, 25.16]","[0.22, 22.65]","[14.4, 394.8]","[0.79, 22.74]",USA,natural,"For my dinner, I have a McDouble and a large diet cola to drink."
"['Sausage and cheese on English muffin', 'Potato, hash brown, from fast food', 'Coffee, brewed']","[28.82, 15.88, 0.0]","[23.56, 9.37, 0.12]","[385.32, 149.6, 6.0]","[15.14, 1.42, 0.72]",USA,natural,"For breakfast, I had a sandwich with sausage and cheese on an English muffin, a hash brown patty from fast food, and a large brewed coffee."
"['Breakfast tart', 'Milk, whole', 'Pudding, chocolate, ready-to-eat']","[38.79, 11.39, 25.31]","[4.87, 7.81, 5.06]","[207.9, 146.4, 156.2]","[2.17, 8.0, 2.3]",USA,natural,"For a snack, I'm having a Pop Tart, a cup of whole milk, and a snack-sized container of chocolate pudding."
"['Lettuce, salad with assorted vegetables including tomatoes and/or carrots, no dressing', 'Creamy dressing']","[3.12, 2.6]","[0.15, 19.6]","[14.6, 189.2]","[0.91, 0.58]",USA,natural,"For a snack, I'm having a cup of salad with assorted vegetables like tomatoes and carrots, and a packet of creamy dressing on the side."
"['Beef jerky', 'Fondant, chocolate covered']","[1.06, 6.11]","[2.46, 0.71]","[39.36, 27.82]","[3.19, 0.17]",USA,natural,"For a snack, I’m having a Slim Jim beef jerky and a miniature chocolate-covered fondant."
"['Frozen dinner, NFS', 'Coffee, brewed', 'Blueberries, raw']","[34.13, 0.0, 21.74]","[26.02, 0.1, 0.5]","[452.4, 4.8, 85.5]","[21.28, 0.58, 1.11]",USA,natural,"For breakfast, I prepared a frozen dinner (11 oz), brewed a medium coffee, and added a cup of fresh blueberries."
"['Snack cake, not chocolate, with icing or filling', 'Cream puff, eclair, custard or cream filled, iced']","[60.19, 38.18]","[10.85, 18.89]","[351.56, 340.68]","[3.26, 4.5]",USA,natural,"For breakfast, I had a snack cake with icing and an eclair."
"['Water, bottled, unsweetened', 'Potato chips, plain']","[0.0, 15.07]","[0.0, 9.51]","[0.0, 148.96]","[0.0, 1.79]",USA,natural,"For a snack, I'm having a cup of bottled unsweetened water and a small bag of plain potato chips."
['Macaroni or noodles with cheese and meat'],[34.82],[25.58],[480.7],[27.12],USA,natural,I made a cup of macaroni with cheese and added meat for my lunch.
"['Caramel, chocolate-flavored roll', 'Pie, cherry, individual size or tart']","[30.71, 47.76]","[1.16, 13.2]","[135.45, 312.0]","[0.56, 2.4]",USA,natural,"For a snack, I'm having a chocolate-flavored caramel roll and an individual cherry pie."
"['Potato sticks, flavored', 'Soft drink, fruit flavored, diet, caffeine free']","[14.78, 0.0]","[9.54, 0.0]","[144.76, 0.0]","[1.86, 0.51]",USA,natural,I’m snacking on a small bag of flavored potato sticks along with a 500 ml bottle of diet fruit-flavored drink.
"['Frozen coffee drink', 'Hamburger (McDonalds)']","[49.89, 29.57]","[3.46, 10.18]","[245.52, 263.0]","[5.77, 13.3]",USA,natural,"For dinner, I’m having a small frozen coffee drink and a hamburger from McDonald's."
"['Graham crackers', ""Cereal or granola bar (Kellogg's Nutri-Grain Fruit and Nut Bar)""]","[11.65, 21.35]","[1.59, 3.5]","[64.5, 128.96]","[1.0, 3.0]",USA,natural,"For a snack, I'm having a large rectangular piece of Graham crackers and a Nutri-Grain Fruit and Nut Bar."
"['Frozen coffee drink, with whipped cream']",[47.8],[10.42],[301.32],[6.03],USA,natural,"For a snack, I'm enjoying a small frozen coffee drink with whipped cream on top."
"['Turnover, meat- and cheese-filled, no gravy', 'Potato sticks, flavored']","[43.38, 30.08]","[12.98, 19.41]","[342.22, 294.69]","[13.01, 3.78]",USA,natural,"For dinner, I'm having a Beef & Cheddar Hot Pocket and a medium bag of flavored potato sticks."
"['Turnover, meat- and cheese-filled, tomato-based sauce', 'Breakfast tart']","[46.63, 77.58]","[15.55, 9.74]","[383.04, 415.8]","[14.17, 4.33]",USA,natural,"For breakfast, I'm having a Hot Pocket filled with meat and cheese and a package of two breakfast tarts."
"['Turnover, meat- and cheese-filled, no gravy', 'Soft drink, pepper type, diet']","[43.38, 1.04]","[12.98, 0.11]","[342.22, 7.2]","[13.01, 0.4]",USA,natural,"For lunch, I’m having a Hot Pockets Beef & Cheddar turnover along with a can of diet pepper soft drink."
"['Nutritional drink or shake, ready-to-drink (Boost)', 'Muffin, wheat bran']","[44.29, 70.16]","[4.33, 10.48]","[258.56, 387.0]","[10.8, 11.23]",USA,natural,"For breakfast, I had a cup of Boost ready-to-drink nutritional shake and a large wheat bran muffin."
"['Potato chips, cheese flavored', 'Banana, raw']","[15.66, 28.78]","[8.7, 0.42]","[136.36, 112.14]","[1.82, 1.37]",USA,natural,I’m snacking on a banana and a small bag of cheese-flavored potato chips.
"['Pasta with tomato-based sauce and meat, home recipe', 'Soft drink, cola, diet']","[47.88, 1.04]","[6.45, 0.11]","[307.5, 7.2]","[14.65, 0.4]",USA,natural,"For dinner, it’s a cup of pasta with tomato sauce and meat from my own recipe, plus I'm drinking a can of diet cola."
"[""M&M's Peanut Chocolate Candies""]",[28.43],[12.28],[242.05],[4.5],USA,natural,"I decided to have some M&M's Peanut Chocolate Candies, just a package of 1.67 oz for a snack."
"['Dietetic or low calorie candy, chocolate covered']",[2.64],[3.03],[41.3],[0.87],USA,natural,I'm snacking on a section of a Dietetic Fruit and Nut Bar with some chocolate-covered diet candy.
"['Potato chips, baked, plain', 'Cookie, chocolate chip']","[19.99, 13.07]","[5.1, 4.94]","[131.32, 98.4]","[1.4, 1.02]",USA,natural,I’ve got a single serving bag of baked potato chips and a small cookie for my snack.
"['Beans, green string, baby food, strained']",[4.47],[0.12],[19.17],[0.85],USA,natural,Dinner consists of a jar of strained green string beans baby food.
"['Soft drink, fruit flavored, caffeine free', 'Pizza with pepperoni, from restaurant or fast food, thick crust']","[62.87, 69.09]","[0.12, 27.3]","[248.0, 622.79]","[0.31, 24.93]",USA,natural,"For lunch, I’m drinking a 20 fl oz caffeine-free fruit soda and eating a thick crust pepperoni pizza that’s personal size."
"['Potato chips, plain', 'Cookie, chocolate chip']","[30.68, 19.61]","[19.37, 7.42]","[303.24, 147.6]","[3.64, 1.53]",USA,natural,I have a snack that includes a medium chocolate chip cookie and a medium single serving bag of potato chips.
"['Soft drink, fruit flavored, caffeine free', 'Soft drink, pepper type']","[53.13, 54.29]","[0.1, 1.31]","[209.6, 220.08]","[0.26, 0.0]",USA,natural,"For my snack, I have one bottle of fruit-flavored soft drink and one bottle of pepper soft drink, each 16.9 fl oz."
"['Shrimp creole, with rice', 'Tea, iced, brewed, green, unsweetened']","[28.92, 0.0]","[8.82, 0.0]","[298.89, 3.6]","[24.59, 0.79]",USA,natural,"For dinner, I had a cup of shrimp creole served with rice and a small drink of unsweetened iced green tea."
"['Fruit juice drink, with high vitamin C', 'Cheeseburger (McDonalds)', 'Potato, french fries, fast food']","[31.67, 28.01, 29.01]","[0.31, 14.19, 10.31]","[128.34, 297.0, 218.4]","[0.36, 14.84, 2.4]",USA,natural,"I had a kids meal order of french fries, a cheeseburger from McDonald's, and a child-sized fruit juice drink for dinner."
['Queso Fresco'],[0.27],[2.14],[26.91],[1.63],USA,natural,"For my snack, I’m eating a slice of Queso Fresco that’s about the size of a cracker."
"['Banana, raw', ""Cereal or granola bar (Kellogg's Nutri-Grain Cereal Bar)""]","[28.78, 25.02]","[0.42, 3.21]","[112.14, 135.05]","[1.37, 1.56]",USA,natural,"For breakfast, I'm having a banana and a Nutri-Grain cereal bar."
"['Taffy', 'Hard candy', 'Popsicle', 'Water, bottled, unsweetened']","[11.5, 20.58, 9.62, 0.0]","[1.12, 0.04, 0.12, 0.0]","[56.42, 82.74, 39.5, 0.0]","[0.11, 0.0, 0.0, 0.0]",USA,natural,"I had a fun size taffy, a hard candy lollipop, a popsicle, and a cup of water as a snack."
"['Potato, french fries, fast food', 'Bread, white']","[45.58, 13.78]","[16.2, 1.01]","[343.2, 75.6]","[3.77, 2.64]",USA,natural,"For brunch, I'm having a small fast food order of french fries and a medium slice of white bread."
"['Pancakes and sausage, frozen meal', 'Clementine, raw']","[19.38, 11.34]","[9.61, 0.26]","[189.0, 45.05]","[6.2, 0.69]",USA,natural,"For breakfast, I'm having a frozen Jimmy Dean Flapstick pancakes and sausage along with a clementine."
"['Cream cheese, regular, plain', 'Bagel']","[0.83, 55.0]","[5.17, 1.39]","[52.5, 277.2]","[0.92, 11.09]",USA,natural,I made a simple breakfast with a regular bagel and topped it with a tablespoon of cream cheese.
"['Water, bottled, unsweetened', 'Tuna salad wrap sandwich', 'Pickles, sweet']","[0.0, 33.91, 4.44]","[0.0, 29.89, 0.09]","[0.0, 494.46, 19.11]","[0.0, 21.43, 0.12]",USA,natural,"For dinner, I'm having a bottle of unsweetened bottled water, a tuna salad wrap sandwich, and a stacker of sweet pickles."
"['Orange, raw', 'Cheese flavored corn snacks (Cheetos)']","[18.1, 14.99]","[0.18, 10.08]","[72.38, 156.8]","[1.45, 1.64]",USA,natural,I’m snacking on a fresh orange along with a small bag of Cheetos.
"['Mixed vegetables, garden vegetables, baby food, strained', 'Applesauce, baby food, strained']","[8.9, 12.2]","[0.12, 0.23]","[38.42, 46.33]","[1.14, 0.23]",USA,natural,"For lunch, I'm having a jar of strained garden mixed vegetables baby food and a jar of strained applesauce baby food."
"['Ketchup', 'Vegetarian burger or patty, meatless, no bun', 'Roll, white, hamburger bun']","[4.66, 9.99, 26.06]","[0.02, 4.41, 2.03]","[17.17, 123.9, 145.08]","[0.18, 10.99, 5.08]",USA,natural,"For dinner, I'm eating a hamburger bun with a vegetarian burger patty and a tablespoon of ketchup on top."
"['Coffee, brewed', 'Cream, half and half', 'Chewing gum, regular']","[0.0, 0.64, 3.87]","[0.1, 1.72, 0.01]","[4.8, 19.65, 14.4]","[0.58, 0.47, 0.0]",USA,natural,"For breakfast, I'm having a medium brewed coffee with a little half and half container, and a piece of chewing gum."
"['Tea, hot, herbal', 'Cookie, oatmeal, with raisins']","[0.48, 20.61]","[0.0, 5.43]","[2.4, 135.0]","[0.0, 1.86]",USA,natural,Having a medium oatmeal cookie with raisins along with a cup of hot herbal tea for a little snack.
"['Water, bottled, unsweetened', 'Peanut butter and chocolate spread']","[0.0, 6.84]","[0.0, 5.5]","[0.0, 79.52]","[0.0, 1.89]",USA,natural,"For a snack, I'm having a bottle of unsweetened water and a tablespoon of peanut butter and chocolate spread."
"['Coffee creamer, liquid, flavored', 'Coffee, brewed', 'Water, bottled, unsweetened']","[5.26, 0.0, 0.0]","[2.02, 0.07, 0.0]","[37.65, 3.6, 0.0]","[0.1, 0.43, 0.0]",USA,natural,"For breakfast, I'm having a small brewed coffee with an individual container of flavored coffee creamer and a bottle of unsweetened bottled water."
"['Fruit cocktail, canned, NFS', 'Potato chips, ruffled, cheese flavored', 'Water, bottled, unsweetened']","[35.25, 15.66, 0.0]","[0.2, 8.7, 0.0]","[135.0, 136.36, 0.0]","[1.02, 1.82, 0.0]",USA,natural,"For a snack, I'm having a cup of canned fruit cocktail, a small bag of cheese-flavored ruffled potato chips, and a bottle of water."
"['MILKY WAY Bar', 'Cheese, American']","[12.1, 1.86]","[2.93, 4.84]","[77.52, 64.47]","[0.68, 3.38]",USA,natural,I grabbed a fun-sized MILKY WAY bar and paired it with a slice of American cheese for my snack.
"['Potato chips, plain', 'Mustard', 'Frankfurter or hot dog sandwich, beef, plain, on wheat bread']","[15.07, 0.26, 15.04]","[9.51, 0.17, 18.07]","[148.96, 3.05, 265.2]","[1.79, 0.21, 10.0]",USA,natural,"Lunch today includes a frankfurter sandwich on wheat bread, a packet of mustard, and a small bag of plain potato chips."
"['Granola, homemade', 'Milk, whole']","[65.73, 11.39]","[29.66, 7.81]","[596.58, 146.4]","[16.68, 8.0]",USA,natural,"For dinner, I’m having a cup of homemade granola with a cup of whole milk."
"['Water, bottled, unsweetened', 'Broccoli, fresh, cooked, no added fat']","[0.0, 10.7]","[0.0, 0.59]","[0.0, 54.25]","[0.0, 4.54]",USA,natural,"For lunch, I'm having a bottle of unsweetened bottled water and a cup of cooked broccoli with no added fat."
['Fruit juice drink (Capri Sun)'],[18.6],[0.13],[72.54],[0.0],USA,natural,Just grabbing a Capri Sun pouch of fruit juice for a snack.
"['Chocolate milk, ready to drink, low fat', 'Fruit cocktail, canned, NFS', 'Hamburger, from school cafeteria']","[25.17, 35.25, 23.55]","[2.75, 0.2, 6.63]","[158.72, 135.0, 221.4]","[8.58, 1.02, 16.17]",USA,natural,I’m having a school cafeteria hamburger with a cup of low-fat chocolate milk and a cup of canned fruit cocktail for lunch.
"['Yogurt, Greek, nonfat milk, fruit']",[18.3],[0.22],[124.5],[12.09],USA,natural,I have a 5.3 oz container of Greek yogurt with nonfat milk and fruit for a snack.
"['Pizza with pepperoni, from restaurant or fast food,  medium crust', 'Pizza with meat and vegetables, from restaurant or fast food, medium crust', 'Water, bottled, unsweetened']","[28.14, 25.89, 0.0]","[10.48, 11.12, 0.0]","[248.16, 248.88, 0.0]","[10.33, 11.24, 0.0]",USA,natural,"For lunch, I have one piece of medium crust pepperoni pizza, one piece of medium meat and vegetable pizza, and I'm having a cup of water."
"['Vegetable soup, canned, prepared with water or ready-to-serve']",[46.29],[2.11],[228.54],[6.68],USA,natural,Lunch today is a can of ready-to-serve vegetable soup that I made as directed.
"['Hard cider', 'Water, tap']","[21.31, 0.0]","[0.0, 0.0]","[201.6, 0.0]","[0.0, 0.0]",USA,natural,"For a snack, I'm having a can of hard cider and a cup of tap water."
"['Cheese, Swiss']",[0.3],[6.51],[82.53],[5.67],USA,natural,I'll be eating a slice of Swiss cheese tonight.
['Chicken or turkey with dumplings'],[19.4],[13.4],[351.36],[38.16],USA,natural,"For my dinner, I'm having a cup of dumplings mixed with chicken or turkey."
"['Gordita/sope shell, plain, no filling', 'Banana, raw', 'Egg, whole, cooked, NS as to cooking method', 'Water, bottled, unsweetened']","[17.23, 28.78, 0.34, 0.0]","[7.61, 0.42, 6.72, 0.0]","[142.41, 112.14, 87.5, 0.0]","[1.96, 1.37, 6.0, 0.0]",USA,natural,"For my morning meal, I've got a plain gordita shell, one banana, a cooked egg, and a bottle of water."
"[""Shepherd's pie with beef""]",[34.26],[7.65],[264.87],[15.43],USA,natural,"For lunch, I'm having a cup of Shepherd's pie with beef."
"['Coffee, brewed', 'Coffee creamer, liquid, flavored']","[0.0, 10.52]","[0.1, 4.05]","[4.8, 75.3]","[0.58, 0.21]",USA,natural,I started my day with a medium coffee and mixed in a fluid ounce of my favorite flavored creamer.
"['Potato soup, NS as to made with milk or water']",[18.71],[3.54],[122.0],[3.9],USA,natural,"For lunch, I’m enjoying a cup of potato soup, which is made with milk or water."
"['Whopper with cheese (Burger King)', 'Soft drink, fruit flavored, caffeine containing', 'Potato, french fries, fast food']","[51.42, 47.73, 45.58]","[45.82, 0.0, 16.2]","[777.2, 182.28, 343.2]","[39.7, 0.0, 3.77]",USA,natural,"For dinner, I'm having a Whopper with cheese, a can of fruit-flavored soft drink, and a small order of french fries."
"['Potato chips, restructured, plain', 'Cookie, oatmeal sandwich, with creme filling']","[11.04, 20.02]","[7.03, 6.58]","[108.6, 143.28]","[0.92, 0.94]",USA,natural,I'm enjoying a large oatmeal sandwich cookie with creme filling along with a snack size tub of plain potato chips for my snack.
"['Tilapia, steamed or poached', 'Thousand Island dressing, light', 'Lettuce, salad with assorted vegetables including tomatoes and/or carrots, no dressing']","[0.0, 3.68, 3.12]","[2.42, 1.73, 0.15]","[136.73, 29.84, 14.6]","[28.53, 0.13, 0.91]",USA,natural,"For dinner, I'm having a small fillet of steamed tilapia with a tablespoon of light Thousand Island dressing and a cup of salad with assorted vegetables like tomatoes and carrots, but no dressing."
"['Milk, whole', 'Potato, french fries, school', 'Hamburger, from school cafeteria']","[11.39, 11.6, 23.55]","[7.81, 5.5, 6.63]","[146.4, 98.4, 221.4]","[8.0, 1.21, 16.17]",USA,natural,"For lunch, I'm having a cup of whole milk, a cup of school French fries, and a hamburger from the cafeteria."
"['Cookie, oatmeal, with chocolate chips']",[20.27],[6.28],[137.1],[1.72],USA,natural,I'm having a medium oatmeal cookie with chocolate chips as a snack.
"['Egg, whole, boiled or poached', 'Milk, reduced fat (2%)']","[0.36, 11.98]","[4.76, 4.64]","[71.5, 122.0]","[6.28, 8.17]",USA,natural,"For breakfast, I had one boiled egg and a cup of reduced fat milk."
"['Pasta with tomato-based sauce, restaurant']",[46.02],[19.92],[392.5],[8.52],USA,natural,"For lunch, I'm having a cup of pasta with tomato-based sauce from a restaurant."
"['Coffee, brewed, blend of regular and decaffeinated', 'Pepperpot soup']","[0.0, 7.47]","[0.05, 6.0]","[0.0, 115.68]","[0.53, 8.39]",USA,natural,"This morning, I enjoyed a medium coffee and a cup of pepperpot soup for breakfast."
"['Sports drink, low calorie']",[9.84],[0.05],[40.56],[0.25],USA,natural,I’m having a 16.9 fl oz bottle of low-calorie sports drink for breakfast.
"['Salmon, baked or broiled, made with oil', 'Water, tap']","[0.23, 0.0]","[20.77, 0.0]","[429.03, 0.0]","[56.89, 0.0]",USA,natural,Dinner consists of a medium fillet of salmon made with oil and a cup of tap water.
['White Russian'],[25.13],[17.77],[407.25],[4.84],USA,natural,I’ll be having one drink of a White Russian with my dinner.
"['Water, tap', 'Cheese sandwich, Cheddar cheese, on white bread, no spread', 'Potato chips, plain']","[0.0, 30.55, 15.07]","[0.0, 16.43, 9.51]","[0.0, 333.54, 148.96]","[0.0, 15.44, 1.79]",USA,natural,"For dinner, I'm having a cheddar cheese sandwich made with white bread, a cup of tap water, and a small bag of plain potato chips."
"['Coffee, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted']",[5.69],[1.68],[38.4],[0.36],USA,natural,"For a snack, I'm having a cup of instant coffee that's been pre-lightened and sweetened with a low-calorie sweetener."
"['Crackers, sandwich, peanut butter filled', 'Water, bottled, unsweetened', 'Peanuts, chocolate covered', ""Reese's Peanut Butter Cup""]","[4.09, 0.0, 6.96, 3.88]","[1.72, 0.0, 4.69, 2.14]","[34.58, 0.0, 72.66, 36.05]","[0.8, 0.0, 1.83, 0.72]",USA,natural,"For a snack, I'm having a peanut butter filled sandwich cracker, a cup of bottled water, a cluster of chocolate covered peanuts, and a miniature Reese's Peanut Butter Cup."
"['Corn chips, plain (Fritos)', 'SNICKERS Bar']","[32.64, 35.06]","[19.02, 13.59]","[307.23, 279.87]","[3.52, 4.29]",USA,natural,I'm munching on a medium bag of plain corn chips and a 2 oz Snickers bar for lunch.
"['Bread, wheat or cracked wheat, toasted']",[13.06],[1.25],[75.25],[2.93],USA,natural,"For breakfast, I'm having a medium slice of toasted wheat bread."
['Nutrition bar (Clif Kids Organic Zbar)'],[26.9],[3.5],[149.76],[2.0],USA,natural,"For a snack, I chose a Clif Kids Organic Zbar."
"['Soft taco with chicken, beans, and sour cream']",[30.96],[13.7],[296.24],[12.93],USA,natural,"I’m having a medium soft taco filled with chicken, beans, and sour cream for a snack."
"['Pizza, cheese, from restaurant or fast food, medium crust', 'Roll, sweet, cinnamon bun, frosted']","[28.66, 43.74]","[8.33, 23.95]","[228.76, 406.8]","[9.8, 4.0]",USA,natural,I had a medium cheese pizza slice and a medium cinnamon bun for lunch.
"['Bread, rye', 'Peanut butter', 'Milk, fat free (skim)']","[12.08, 3.57, 11.93]","[0.82, 8.18, 0.2]","[64.75, 95.52, 82.96]","[2.12, 3.6, 8.37]",USA,natural,"This morning, I’m enjoying a small slice of rye bread, a tablespoon of peanut butter, and a cup of skim milk."
"['Pizza, cheese, from restaurant or fast food, thin crust']",[26.83],[12.0],[259.72],[11.05],USA,natural,"For dinner, I'm having a piece of thin crust cheese pizza from a restaurant."
