description,carb,fat,energy,protein,country,amount_type,queries
"['Potato chips, plain', 'Hard candy', 'Water, bottled, unsweetened']","[15.07, 20.58]","[9.51, 0.04]","[148.96, 82.74]","[1.79, 0]",USA,metric,"I'm snacking on 28 grams of plain potato chips and 21 grams of hard candy, and 507 grams of bottled water."
"['Apple, baked', 'Pizza, cheese, whole wheat thin crust', 'Water, bottled, unsweetened']","[47.67, 34.06]","[6.38, 14.73]","[235.2, 316.54]","[0.67, 14.01]",USA,metric,"I have a 210-gram baked apple and a 119-gram slice of cheese pizza on my plate for lunch, and 507 grams of bottled water."
"['Pizza with meat and vegetables, from restaurant or fast food, thin crust', 'Water, bottled, unsweetened']",[20.49],[10.77],[220.58],[10.38],USA,natural,"Tonight, I'm having a medium piece of pizza, topped with both meat and vegetables, and 507 grams of bottled water."
"['CHICKEN BREAST GRILLED', 'GREEN BEANS, COOKED', 'LEAFY VEGETABLE MALLUM', 'WHITE RICE, COOKED', 'Water, bottled, unsweetened']","[8.95, 1.09, 2.68, 56.0]","[11.16, 0.03, 3.0, 0.56]","[246, 5, 40, 258]","[25.86, 0.28, 1.12, 5.34]",LKA,metric,"Lunch today includes 122g of grilled chicken breast, along with 15g of green beans, 40g of leafy vegetable mallum, and 200g of white rice, and 507 grams of bottled water."
"['Coffee, Latte, decaffeinated', 'Bread, fruit', 'Water, bottled, unsweetened']","[21.02, 19.36]","[7.78, 7.22]","[206.4, 149.24]","[13.54, 2.44]",USA,natural,"For my snack, I'm sipping on a medium decaffeinated latte while having a slice of fruit bread, and 507 grams of bottled water."
"['Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on white bread', 'Cheese, Mozzarella, part skim', 'Raisins', 'Chocolate milk, ready to drink, low fat', 'Water, bottled, unsweetened']","[50.65, 1.26, 11.1, 25.17]","[18.51, 5.78, 0.04, 2.75]","[406.56, 84.48, 41.86, 158.72]","[12.89, 6.72, 0.46, 8.58]",USA,natural,"For lunch, I'm having a peanut butter and jelly sandwich made with regular peanut butter and jelly on white bread, a stick of part-skim mozzarella cheese, some raisins from a miniature box, and a cup of low-fat chocolate milk, and 507 grams of bottled water."
"['Cookie, brownie, without icing', 'Milk, reduced fat (2%)', 'Water, bottled, unsweetened']","[31.95, 11.98]","[8.15, 4.64]","[202.5, 122.0]","[2.4, 8.17]",USA,natural,"For my snack, I have one medium brownie cookie and a cup of reduced fat milk, and 507 grams of bottled water."
"[""M&M's Peanut Chocolate Candies"", 'Soft drink, cola', 'Water, bottled, unsweetened']","[28.43, 38.54]","[12.28, 0.93]","[242.05, 156.24]","[4.5, 0.0]",USA,natural,"For my snack, I have a 1.67 oz pack of M&M's Peanut Chocolate Candies and a drink of cola from a 12 fl oz can, and 507 grams of bottled water."
"['Chocolate milk, made from syrup with whole milk', 'Taffy', 'Water, bottled, unsweetened']","[32.24, 11.5]","[6.87, 1.12]","[218.24, 56.42]","[7.04, 0.11]",USA,natural,"For a snack, I’m having a cup of chocolate milk made from syrup with whole milk and a fun size package of taffy, and 507 grams of bottled water."
"['Burrito, taco, or quesadilla with egg and breakfast meat', 'Water, bottled, unsweetened']",[20.61],[17.85],[302.58],[14.27],USA,metric,"Lunch today is a 123-gram burrito packed with egg and some breakfast meat, and 507 grams of bottled water."
"['Roll, wheat or cracked wheat', 'Water, bottled, unsweetened']",[12.88],[1.76],[76.44],[2.41],USA,metric,"For breakfast, I’m eating a roll made from wheat, weighing 28 grams, and 507 grams of bottled water."
"['Enchilada with chicken, green-chile or enchilada sauce', 'Tea, hot, herbal', 'Sugar substitute, stevia, powder', 'Water, bottled, unsweetened']","[25.87, 0.96, 1]","[16.58, 0, 0]","[318.86, 4.8, 0]","[19.11, 0, 0]",USA,metric,"I’m enjoying 214 grams of chicken enchilada with green-chile sauce for dinner, along with 480 grams of hot herbal tea and a gram of stevia, and 507 grams of bottled water."
"['Chapati', 'Curd, cow', 'Mango pickle', 'Milk, buffalo', 'Peas Bhaji', 'Rice', 'Tomato sambar', 'Water, bottled, unsweetened']","[48.8, 1.6, 1.5000000000000002, 2.4, 5.3999999999999995, 16.2, 4.199999999999999]","[11.6, 2.1, 0.7999999999999999, 2.8, 6.9, 0.2, 4.1]","[328, 32, 12, 41, 93, 72, 57]","[6.5, 1.6, 0.1, 1.7, 2.1, 1.4, 0.8]",IND,metric,"Today for lunch, I enjoyed 69.5g of chapati, 53g of cow curd, and 6.9g of mango pickle. I also drank 41.2g of buffalo milk and had 41.9g of peas bhaji, 67.2g of rice, and 30.5g of tomato sambar, and 507 grams of bottled water."
"['Soft drink, cola', 'Orange, raw', 'Croissant', 'Water, bottled, unsweetened']","[54.29, 1.76, 19.24]","[1.31, 0.02, 8.82]","[220.08, 7.05, 170.52]","[0.0, 0.14, 3.44]",USA,natural,"Breakfast today includes a small croissant, a fresh orange section, and a bottle of cola, and 507 grams of bottled water."
"['Potato, french fries, fast food', 'Cheeseburger (Burger King)', 'Water, bottled, unsweetened']","[29.01, 26.26]","[10.31, 13.0]","[218.4, 287.1]","[2.4, 15.33]",USA,natural,"For lunch, I'm having a kids meal order of fast food french fries with a cheeseburger from Burger King, and 507 grams of bottled water."
"['Cheese turnover, Puerto Rican style', 'Orange juice, 100%, with calcium added, canned, bottled or in a carton', 'Water, bottled, unsweetened']","[7.75, 13.97]","[5.3, 0.15]","[87.57, 58.28]","[2.07, 0.84]",USA,metric,"For breakfast, I have a 21-gram cheese turnover and a 124-gram serving of orange juice, and 507 grams of bottled water."
"['Carrot, broccoli and dark-green leafy vegetables, steamed', 'Rice, white, with lentils', 'Soya, chunks, rehydrated, stewed with vegetable oil', 'Water, bottled, unsweetened']","[1.74, 34.81, 5.18]","[0.11, 13.64, 1.49]","[12, 324, 47]","[0.53, 11.309999999999999, 2.76]",KNA,metric,"This morning, I had a breakfast of 36 grams of steamed dark-green leafy veggies, 206.9 grams of white rice with lentils, and 22.5 grams of rehydrated soya chunks cooked in oil, and 507 grams of bottled water."
"['Soft drink, cola', 'Whopper with cheese (Burger King)', 'Water, bottled, unsweetened']","[64.23, 51.42]","[1.55, 45.82]","[260.4, 777.2]","[0, 39.7]",USA,metric,"I’m starting my day with a 290g Whopper with cheese and a 620g cola soft drink, and 507 grams of bottled water."
"['Peas, baby food, junior', 'Water, bottled, unsweetened']",[14.21],[0.73],[85],[5.56],USA,metric,"I'm having a jar of baby food peas, which weighs 170 grams, for lunch, and 507 grams of bottled water."
"['Cheese, Mozzarella, part skim', 'Popsicle', 'Applesauce, unsweetened', 'Water, bottled, unsweetened']","[1.26, 9.62, 10.14]","[5.78, 0.12, 0.09]","[84.48, 39.5, 37.8]","[6.72, 0.0, 0.15]",USA,natural,"I grabbed a single stick of mozzarella cheese, a popsicle, and a pouch of unsweetened applesauce for my snack, and 507 grams of bottled water."
"['Fruit smoothie, with whole fruit and dairy, added protein', 'Pretzels, hard, peanut butter filled', 'Water, bottled, unsweetened']","[52.43, 1.82]","[6.53, 0.57]","[415.8, 13.59]","[39.85, 0.42]",USA,metric,"For my lunch, I've got a 540-gram smoothie made from whole fruit, dairy, and added protein, accompanied by 3 grams of peanut butter-filled hard pretzels, and 507 grams of bottled water."
"['Bagel, with raisins', 'Water, bottled, unsweetened']",[38.0],[0.83],[184.92],[6.78],USA,natural,"I’ve got a small raisin bagel for breakfast, and 507 grams of bottled water."
"['BEEF, BOILED', 'CABBAGE, BOILED', 'CHAYOTE FRUIT, BOILED', 'RICE, WHITE, BOILED/STEAMED', 'SNAPBEAN, GREEN PODS, BOILED', 'Water, bottled, unsweetened']","[0.0, 1.26, 0.74, 222.75, 1.35]","[3.0, 0.06, 0.02, 1.5, 0.06]","[92, 6, 3, 998, 8]","[15.18, 0.33, 0.09, 15.75, 0.45]",PHL,metric,"Lunch consisted of 60 grams of boiled beef, 30 grams of boiled cabbage, and 22.5 grams of boiled chayote, plus a large serving of 750 grams of boiled rice and 30 grams of boiled snap beans, and 507 grams of bottled water."
"['ARTIFICIAL BEVERAGE, LIQUID COMMERCIAL, ORANGE', 'BREAD W/BEANS', 'SUGAR COTTON', 'Water, bottled, unsweetened']","[31.62, 22.23, 6.5]","[0.0, 3.73, 0.02]","[122, 140, 25]","[0.0, 4.54, 0.14]",GTM,metric,"For my snack, I'm enjoying 250g of liquid orange beverage, 44g of bread with beans, and 8g of sugar cotton, and 507 grams of bottled water."
"['Snack cake, not chocolate, with icing or filling', 'Water, bottled, unsweetened']",[23.69],[4.27],[138.38],[1.28],USA,metric,"For my snack, I have 37 grams of non-chocolate snack cake with icing or filling, and 507 grams of bottled water."
"['Bread, Italian, Grecian, Armenian', 'Tomatoes, raw', 'Water, bottled, unsweetened']","[14.91, 7.0]","[0.85, 0.36]","[80.29, 32.4]","[2.94, 1.58]",USA,natural,"For dinner, I'm having a medium slice of Grecian Italian bread with a cup of raw tomatoes, and 507 grams of bottled water."
"['Coffee With Condensed Milk', 'Egg Jam', 'Margarine', 'Tea With Condensed Milk', 'White Bread', 'Water, bottled, unsweetened']","[28.0, 1.69, 0.03, 25.89, 15.58]","[4.98, 0.08, 1.61, 4.08, 0.32]","[178, 8, 15, 156, 77]","[5.38, 0.07, 0.01, 4.03, 2.95]",MYS,metric,"For lunch, I'm having 250g of coffee with condensed milk, along with 3g of egg jam spread on 30g of white bread. I'm also having 250g of tea with condensed milk and 2g of margarine, and 507 grams of bottled water."
"['FISH, BROILED', 'JACKFRUIT', 'SAMBAL', 'WHITE RICE, COOKED', 'Water, bottled, unsweetened']","[0.04, 10.21, 1.06, 56.0]","[3.5, 0.08, 0.02, 0.56]","[71, 43, 5, 258]","[9.55, 1.98, 0.12, 5.34]",LKA,metric,"Eating 200 grams of cooked white rice along with 43 grams of broiled fish, 60 grams of jackfruit, and 15 grams of sambal for lunch, and 507 grams of bottled water."
"['Buttermilk', 'Cucumber Bhaji', 'Jowar Roti', 'Red Gram Dhal or Sambar', 'Rice', 'Water, bottled, unsweetened']","[2.5, 0.8999999999999999, 44.5, 3.7, 7.6]","[1.7, 1.5, 1.9, 3.1, 0.1]","[32, 18, 208, 45, 34]","[1.6, 0.1, 4.9, 0.9000000000000001, 0.6]",IND,metric,"I had a dinner featuring 51.1 grams of buttermilk, 24 grams of cucumber bhaji, 49.9 grams of jowar roti, 21.2 grams of red gram dhal, and 31.6 grams of rice, and 507 grams of bottled water."
"['ANY BRAND OF CHOCOLATE POWDER, NOT DETERMINED', 'SWEET OR SAVORY CREAM, NOT DETERMINED', 'UNSPECIFIED PASTEURIZED MILK, NOT DETERMINED', 'WHEAT BREAD, NOT DETERMINED', 'Water, bottled, unsweetened']","[3.25, 0.5, 14.32, 15.41]","[0.2, 2.85, 6.08, 0.53]","[15, 29, 130, 75]","[0.36, 0.23, 4.7, 2.46]",BRA,metric,"I had 4 grams of chocolate powder mixed with 12 grams of cream along with 200 grams of pasteurized milk and 25 grams of wheat bread for breakfast, and 507 grams of bottled water."
"['Mashed Striped snakehead fish mixed with condiments/ Pon Pa Kor', 'Rice glutinous, polished, steamed/ Khao Niew', 'Water, bottled, unsweetened']","[2.2099999999999995, 78.05]","[3.2199999999999998, 0.45]","[62, 344]","[5.539999999999999, 6.91]",LAO,metric,"I’ve got 68.2 grams of snakehead fish with condiments and 150.1 grams of steamed sticky rice for breakfast, and 507 grams of bottled water."
"['Chapatti, brown rice flour with ghee', 'Fish, carp, curry', 'Water, bottled, unsweetened']","[107.2, 1.7]","[6.0, 4.1000000000000005]","[528, 54]","[10.1, 5.199999999999999]",PAK,metric,"Lunch today is a chapatti weighing 122.6g and 40.4g of curry made with carp, and 507 grams of bottled water."
"['Soft drink, fruit flavored, caffeine free', 'Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on wheat bread', 'Water, bottled, unsweetened']","[37.72, 48.38]","[0.07, 18.74]","[148.8, 402.08]","[0.19, 14.07]",USA,metric,"For brunch, I'm having a 372-gram fruit-flavored caffeine-free soft drink with a 112-gram peanut butter and jelly sandwich on wheat bread, and 507 grams of bottled water."
"['Cereal (Post Honey Bunches of Oats with Almonds)', 'Milk, lactose free, whole', 'Water, bottled, unsweetened']","[34.23, 11.39]","[3.14, 7.81]","[175.87, 146.4]","[3.31, 8]",USA,metric,"For my snack, I’m enjoying 43 grams of cereal, Post Honey Bunches of Oats with Almonds, along with 244 grams of lactose-free whole milk, and 507 grams of bottled water."
"['Dried fish,  STATE=Fine powder,  PROCESS=Boiling', 'Dried vegetables, SOURCE = Ceratotheca sesamoides (as plant), SOURCE-COMMODITIES = Leafy vegetables, PROCESS = Boiling', ""Jew's mallow leaves, PROCESS = Boiling, QUALITATIVE-INFO = Fresh"", 'Okra, PROCESS = Boiling, QUALITATIVE-INFO = Fresh', 'Salt,  PROCESS=Boiling', 'Salt, INGREDIENT = Potassium, PHYSICAL-STATE = Liquid', 'Sorghum flour, PROCESS = Fermentation, PROCESS = Boiling, QUALITATIVE-INFO = White, PART-CONSUMED-ANALYSED = W/o husks', 'Stock cubes or granulate (bouillon base)', 'Water, bottled, unsweetened']","[0.0, 3.3, 0.9, 0.5, 0.0, 0.0, 39.5, 0.2]","[0.4, 0.2, 0.1, 0.0, 0.0, 0.0, 1.7, 0.0]","[7, 20, 5, 3, 0, 0, 180, 2]","[0.8, 2.0, 0.5, 0.1, 0.0, 0.0, 6.0, 0.2]",BFA,metric,"For a snack, I had 2 grams of dried fish powder and 5 grams of dried boiled vegetables. I also included 15 grams of fresh Jew's mallow leaves and 7 grams of fresh boiled okra. I added 1 gram of salt and 5 grams of liquid potassium salt, along with 53 grams of white sorghum flour. I finished it off with 1 gram of stock cubes, and 507 grams of bottled water."
"['Breakfast tart, lowfat', 'Milk, low fat (1%)', 'Water, bottled, unsweetened']","[39.94, 12.66]","[3.11, 2.32]","[193.44, 104.92]","[2.07, 8.25]",USA,metric,"This morning, I ate a 52-gram low-fat Breakfast Tart and had 244 grams of low-fat milk to drink, and 507 grams of bottled water."
"['BEANS (BLACK, MULATTO, PURPLE, PINK, ETC.), NOT DETERMINED', 'CUCUMBER, RAW', 'ENGLISH POTATO, COOKING WITH FATS/OILS', 'SHREDDED MEAT, NOT DETERMINED', 'TOMATO, RAW', 'WHITE RICE, NOT DETERMINED', 'Water, bottled, unsweetened']","[20.45, 0.4, 3.49, 2.09, 1.15, 26.22]","[2.41, 0.02, 1.51, 5.12, 0.05, 1.43]","[111, 2, 28, 78, 5, 124]","[6.57, 0.13, 0.38, 6.13, 0.31, 2.16]",BRA,metric,"For lunch, I'm having 140g of mixed black, mulatto, purple, and pink beans, along with 18g of raw cucumber, 30g of English potato cooked with fats, 35g of shredded meat, 30g of raw tomato, and 90g of rice, and 507 grams of bottled water."
"['Potato chips, barbecue flavored', 'Soft drink, fruit flavored, caffeine free', 'Tuna salad sandwich, on bread', 'Egg, whole, boiled or poached', 'Water, bottled, unsweetened']","[31.87, 37.72, 32.9, 0.36]","[17.7, 0.07, 21.17, 4.76]","[277.59, 148.8, 396, 71.5]","[3.71, 0.19, 17.8, 6.28]",USA,metric,"For lunch, I'm having 57 grams of barbecue-flavored potato chips, a 372-gram fruit-flavored caffeine-free soft drink, a tuna salad sandwich weighing 180 grams, and a boiled egg that weighs 50 grams, and 507 grams of bottled water."
"['Yogurt, low fat milk, flavors other than fruit', 'Water, bottled, unsweetened']",[6.28],[0.97],[46.72],[3.26],USA,natural,"I'm having one tube of low-fat yogurt as a snack, and 507 grams of bottled water."
"['Egg, cheese, and bacon on biscuit', 'Soft drink, cola', 'Water, bottled, unsweetened']","[35.44, 53.04]","[25.35, 1.28]","[436.45, 215.04]","[17.41, 0]",USA,metric,"I’ve got a 145g biscuit sandwich with egg, cheese, and bacon, paired with a 512g cola for breakfast, and 507 grams of bottled water."
"['Butter', 'Chapatti, wheat flour with ghee', 'Yogurt drink', 'Water, bottled, unsweetened']","[0.0, 93.8, 17.0]","[3.2, 5.800000000000001, 7.8]","[29, 523, 140]","[0.0, 17.0, 4.8]",PAK,metric,"I enjoyed a lunch that included 4g of butter, a chapatti weighing 132.3g, and a yogurt drink of 149.8g, and 507 grams of bottled water."
"['Vanilla Ice Cream', 'Water, bottled, unsweetened']",[33.98],[15.84],[289],[5.04],MYS,metric,"I'm having 144 grams of vanilla ice cream for a snack, and 507 grams of bottled water."
"['Chewing gum, regular', 'Cookie, chocolate chip', 'Water, bottled, unsweetened']","[3.87, 13.07]","[0.01, 4.94]","[14.4, 98.4]","[0.0, 1.02]",USA,natural,"I'm enjoying a piece of chewing gum along with a small chocolate chip cookie for my snack, and 507 grams of bottled water."
"['Popcorn, microwave, butter flavored', 'Water, bottled, unsweetened']",[47.59],[26.41],[457.3],[7.39],USA,natural,"I popped a regular bag of butter-flavored popcorn for a quick snack, and 507 grams of bottled water."
"['Polish sausage', 'Roll, wheat or cracked wheat, hot dog bun', 'Mustard', 'Water, bottled, unsweetened']","[3.77, 21.29, 0.26]","[22.26, 1.62, 0.17]","[252.75, 121.05, 3.05]","[9.34, 5.26, 0.21]",USA,natural,"For lunch, I'm having a Polish sausage in a hot dog bun with a packet of mustard, and 507 grams of bottled water."
"['Butter Milk Sambar or Amra', 'Cucumber Bhaji', 'Jowar Roti', 'Rice', 'Water, bottled, unsweetened']","[3.2, 4.2, 40.0, 7.3]","[2.9000000000000004, 5.800000000000001, 1.8, 0.1]","[45, 71, 187, 32]","[1.8, 0.7, 4.4, 0.6]",IND,metric,"Lunch today included 58.1g of Butter Milk Sambar, 88.7g of Cucumber Bhaji, 44.9g of Jowar Roti, and 30.1g of rice, and 507 grams of bottled water."
"['Chocolate milk, made from dry mix with whole milk (Nesquik)', 'Water, bottled, unsweetened']",[24.65],[7.79],[200.88],[8.33],USA,metric,"I’m having 248 grams of chocolate milk for breakfast, mixed with whole milk from a dry mix, and 507 grams of bottled water."
"['Cheese, Mozzarella, part skim', 'Crackers, cheese (Cheez-It)', 'Water, bottled, unsweetened']","[1.26, 29.71]","[5.78, 11.37]","[84.48, 244.5]","[6.72, 5.46]",USA,natural,"For a snack, I'm having a stick of part-skim mozzarella cheese and a cup of Cheez-It crackers, and 507 grams of bottled water."
"['Coffee, brewed', 'Muffin, fruit', 'Water, bottled, unsweetened']","[0.0, 68.9]","[0.1, 20.89]","[4.8, 487.5]","[0.58, 5.84]",USA,natural,"For breakfast, I'm having a medium-sized fruit muffin paired with a medium brewed coffee, and 507 grams of bottled water."
"['Margarine, stick', 'Bread, whole wheat, toasted', 'Water, bottled, unsweetened']","[0.1, 15.63]","[11.3, 1.29]","[100.38, 92.07]","[0.02, 4.46]",USA,natural,"For a snack, I'm having a medium slice of toasted whole wheat bread with a tablespoon of margarine, and 507 grams of bottled water."
"['Orange juice, 100%, with calcium added, canned, bottled or in a carton', 'Muffin, fruit', 'Milk, reduced fat (2%)', 'Water, bottled, unsweetened']","[13.97, 13.25, 11.98]","[0.15, 4.02, 4.64]","[58.28, 93.75, 122.0]","[0.84, 1.12, 8.17]",USA,natural,"For breakfast, I'm having an individual container of 100% orange juice with added calcium, a miniature fruit muffin, and a cup of reduced fat milk, and 507 grams of bottled water."
"['Cereal (General Mills Cheerios Oat Cluster Crunch)', 'Water, bottled, unsweetened']",[29.05],[1.66],[136.08],[3.06],USA,metric,"For dinner, I'm having 36 grams of Cheerios Oat Cluster Crunch cereal, and 507 grams of bottled water."
"['Corn bread, leavened, (yeâ\x80\x99bokolo kufita)', 'Fish, tilapia, fried (onion, oil, salt)', 'Water, bottled, unsweetened']","[16.0, 0.4]","[0.5, 3.4]","[75, 58]","[1.9, 6.7]",ETH,metric,"This morning, I’m eating 53 grams of corn bread along with 35.1 grams of fried tilapia, and 507 grams of bottled water."
"['Coffee Plain Black With Sugar', 'Egg Jam', 'Margarine', 'White Bread', 'Water, bottled, unsweetened']","[38.93, 3.37, 0.17, 31.16]","[0.44, 0.17, 8.85, 0.63]","[162, 16, 81, 154]","[0.61, 0.13, 0.08, 5.89]",MYS,metric,"I’ve got a lunch of 250 grams of coffee, along with 6 grams of egg jam, 11 grams of margarine, and 60 grams of white bread, and 507 grams of bottled water."
"['Bagel, with raisins', 'Water, bottled, unsweetened']",[38],[0.83],[184.92],[6.78],USA,metric,"For breakfast, it's a bagel with raisins that weighs 69 grams, and 507 grams of bottled water."
"['Doughnut, cake type, plain', 'Breakfast tart', 'Water, bottled, unsweetened']","[28.24, 38.79]","[14.96, 4.87]","[260.4, 207.9]","[3.19, 2.17]",USA,metric,"For breakfast, I ate a 60-gram plain doughnut alongside a 54-gram Breakfast Tart, and 507 grams of bottled water."
"['Dried fish, SOURCE-COMMODITIES = Marine fish, PROCESS = Boiling', 'Dried vegetables, SOURCE-COMMODITIES = Roselle leaves, PROCESS = Boiling', 'Millet flour, PROCESS = Drying (dehydration), PROCESS = Boiling, PART-CONSUMED-ANALYSED = With husks', 'Paprika powder', 'Salt,  PROCESS=Boiling', 'Salt, INGREDIENT = Potassium, PHYSICAL-STATE = Liquid', 'Stink beans (dry),  PROCESS=Fermentation,  PROCESS=Boiling', 'Stock cubes or granulate (bouillon base)', 'Water, bottled, unsweetened']","[0.0, 10.0, 181.7, 0.4, 0.0, 0.0, 0.0, 0.3]","[0.1, 0.3, 10.6, 0.1, 0.0, 0.0, 1.0, 0.1]","[8, 50, 942, 3, 0, 0, 12, 3]","[1.7, 5.0, 27.5, 0.1, 0.0, 0.0, 0.9, 0.3]",BFA,metric,"For a quick snack, I ate 2g of dried fish and 17g of dried vegetables. I also had 252g of millet flour, seasoned with 1g of paprika and 3g of regular salt. I included 14g of liquid potassium salt, 3g of stink beans, and finished it off with 2g of stock, and 507 grams of bottled water."
"['Soft drink, cola', 'Potato, french fries, fast food', 'Whopper (Burger King)', 'Water, bottled, unsweetened']","[53.04, 60.09, 46.79]","[1.28, 21.36, 33.4]","[215.04, 452.4, 610.2]","[0.0, 4.97, 30.62]",USA,natural,"For lunch, I'm having a medium cola drink, a medium order of french fries, and a Whopper from Burger King, and 507 grams of bottled water."
"['Chicken drumstick, sauteed, skin eaten', 'Broccoli, frozen, cooked with butter or margarine', 'Potato, baked, peel eaten, with cheese', 'Water, bottled, unsweetened']","[0, 9.86, 45.14]","[5.33, 4.33, 20.18]","[91.35, 87.4, 395.2]","[10.22, 5.74, 10.5]",USA,metric,"I’m enjoying a 45-gram chicken drumstick that’s sautéed and skin eaten, plus 190 grams of frozen broccoli cooked with butter, and a baked potato weighing 260 grams with cheese for dinner, and 507 grams of bottled water."
"['Porridge, barely flour', 'Water, bottled, unsweetened']",[22.7],[6.8],[162],[2.6],ETH,metric,"I'm enjoying a snack of 108 grams of barley flour porridge, and 507 grams of bottled water."
"['Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on whole wheat bread', 'Potato chips, ruffled, other flavored', 'Kit Kat', 'Water, bottled, unsweetened']","[48.38, 31.87, 27.77]","[18.74, 17.7, 11.18]","[402.08, 277.59, 222.74]","[14.07, 3.71, 2.8]",USA,natural,"For a snack, I'm having a peanut butter and jelly sandwich made with regular peanut butter and jelly on whole wheat bread, along with a medium bag of ruffled potato chips and a 1.5 oz Kit Kat bar, and 507 grams of bottled water."
"['Sweet potato, baked, peel not eaten, fat added, NS as to fat type', 'Water, bottled, unsweetened']",[29.49],[6.44],[183.0],[2.88],USA,natural,"I'm eating a medium-sized baked sweet potato for lunch, with the peel not eaten and some fat mixed in, and 507 grams of bottled water."
"['Soft taco with meat', 'Soft drink, cola, diet', 'Soft taco with beans', 'Water, bottled, unsweetened']","[26.7, 1.04, 36.05]","[14.16, 0.11, 8.65]","[290.82, 7.2, 263.64]","[14.0, 0.4, 10.63]",USA,natural,"For breakfast, I had a medium soft taco with meat, a medium soft taco with beans, and a can of diet cola, and 507 grams of bottled water."
"['Coffee creamer, liquid, flavored', 'Coffee, brewed', 'Egg, whole, boiled or poached', 'Water, bottled, unsweetened']","[5.26, 0.0, 0.36]","[2.02, 0.05, 4.76]","[37.65, 2.4, 71.5]","[0.1, 0.29, 6.28]",USA,natural,"For my morning meal, I’ve got a cup of coffee, an individual container of flavored creamer, and a boiled egg, and 507 grams of bottled water."
"['Turkey, light meat, roasted, skin not eaten', 'Egg, whole, boiled or poached', 'Carrots, raw', 'Water, bottled, unsweetened']","[0.0, 0.36, 7.66]","[2.78, 4.76, 0.19]","[187.65, 71.5, 32.8]","[38.89, 6.28, 0.74]",USA,natural,"For lunch, I'm having a cup of cooked, diced roasted turkey with skin removed, a boiled egg, and a single serving bag of raw carrots, and 507 grams of bottled water."
"['CANNED TOMATOES PEELED', 'EGG WHOLE', 'FLOUR WHEAT TYPE 500', 'MARROWS', 'MILK 3% FAT', 'OIL SUNFLOWERSEED', 'ONIONS', 'RICE', 'SPICE - FENNEL (ANETHUM GRAVEOLENS L.)', 'SPICE - PARSLEY (PETROSELINUM SATIVUM HOFFM.)', 'TABLE SALT', 'TOMATOES', 'Water, bottled, unsweetened']","[0.9, 0.1, 1.7, 2.8, 1, 0, 0.4, 9.5, 0, 0, 0, 0.8]","[0, 0.6, 0, 0.1, 0.6, 4.2, 0, 0.1, 0, 0, 0, 0]","[5, 8, 8, 14, 11, 38, 2, 42, 0, 0, 0, 5]","[0.2, 0.7, 0.2, 0.5, 0.6, 0, 0.1, 0.8, 0, 0, 0, 0.2]",BGR,metric,"I'm having dinner with 24.9g of canned tomatoes, 5.5g of whole egg, and 2.3g of flour mixed in with 77.1g of marrows. There's 18.5g of 3% milk, 4.6g of sunflower oil, and 4.1g of onions, along with 12g of rice. I spiced it up with 0.6g of fennel, 0.6g of parsley, 0.2g of salt, and added 22.6g of tomatoes, and 507 grams of bottled water."
"[""Cereal or granola bar (Kellogg's Nutri-Grain Cereal Bar)"", 'Water, bottled, unsweetened']",[25.02],[3.21],[135.05],[1.56],USA,metric,"I’m enjoying a 37-gram Kellogg's Nutri-Grain cereal bar for a snack, and 507 grams of bottled water."
"['Lasagna with meat, from restaurant', 'Lettuce, raw', 'French toast, plain', 'Apple juice, 100%', 'Water, bottled, unsweetened']","[28.4, 1.02, 20.96, 14.01]","[26.72, 0.05, 7.25, 0.16]","[462.5, 4.9, 176.8, 57.04]","[27.08, 0.4, 6.77, 0.12]",USA,metric,"My lunch consists of 250 grams of meat lasagna from a restaurant, 35 grams of fresh lettuce, 65 grams of plain French toast, and 124 grams of apple juice, and 507 grams of bottled water."
"['Sausage on biscuit', 'Hot chocolate / Cocoa, ready to drink', 'Water, bottled, unsweetened']","[35.09, 41.02]","[28.57, 3.82]","[434.07, 225.68]","[11.31, 6.75]",USA,metric,"I enjoyed a 117-gram sausage on a biscuit along with 248 grams of hot chocolate for breakfast, and 507 grams of bottled water."
"['Orange juice, 100%, with calcium added, canned, bottled or in a carton', 'Honey', 'Pancakes, plain', 'Water, bottled, unsweetened']","[13.97, 16.48, 17.66]","[0.15, 0, 5.96]","[58.28, 60.8, 139.5]","[0.84, 0.06, 3.72]",USA,metric,"For breakfast, I had 124 grams of orange juice with calcium added, 20 grams of honey, and 50 grams of plain pancakes, and 507 grams of bottled water."
"['Soft drink, ginger ale', 'Egg, cheese, and bacon griddle cake sandwich', 'Egg, cheese, and sausage on English muffin', 'Water, bottled, unsweetened']","[54.31, 44, 27.73]","[0, 22.16, 28.78]","[210.8, 456.96, 454.74]","[0, 20.21, 21.27]",USA,metric,"This morning, I'm enjoying a 620g ginger ale, an egg, cheese, and bacon griddle cake sandwich that’s 168g, and another sandwich with egg, cheese, and sausage on an English muffin weighing 159g, and 507 grams of bottled water."
"['Crab, hard shell, steamed', 'Shrimp, steamed or boiled', 'Water, bottled, unsweetened']","[0, 0.12]","[0.88, 0.13]","[97.58, 9.1]","[21.13, 1.74]",USA,metric,"I’ve got some steamed hard shell crab weighing 119 grams and 10 grams of boiled shrimp for dinner, and 507 grams of bottled water."
