description,carb,fat,energy,protein,country,amount_type,queries
"['BUTTER', 'CANNED TOMATOES WHOLE CONTENT', 'CARROTS', 'CELERY', 'EGG WHOLE', 'ONIONS, SPRING', 'ORANGE JUICE 100%', 'POTATOES AUTUMN', 'RICE', 'YOGURT 2% FAT']","[0, 0.4, 0.6, 0.4, 0.1, 0.2, 1.6, 2.7, 2.4, 0.5]","[2.4, 0, 0, 0, 0.7, 0, 0, 0, 0, 0.2]","[22, 2, 3, 2, 10, 1, 7, 12, 10, 5]","[0, 0.1, 0.1, 0.1, 0.9, 0.1, 0.1, 0.3, 0.2, 0.3]",BGR,metric,"For lunch today, I have 3 grams of butter, 10 grams of whole canned tomatoes, and 7 grams of carrots. I also included 4.5 grams of celery, a 7-gram whole egg, and 3.7 grams of spring onions. I’m drinking 15 grams of 100% orange juice and I have 14 grams of autumn potatoes, 3 grams of rice, and 10 grams of 2% fat yogurt."
['Tamale with meat'],[18.94],[17.52],[275.2],[11.05],USA,natural,"For breakfast, I’m eating one medium tamale filled with meat."
"['FRUIT SALAD', 'FRUIT YOGHURT W/CHOCOLATE']","[19.26, 39.84]","[0.25, 7.66]","[74, 255]","[0.63, 7.5]",CRI,metric,"For my snack, it's 125.1 grams of fruit salad paired with 170 grams of fruit yogurt that has chocolate in it."
"['Tea, hot, leaf, green', 'Peanut butter sandwich, with regular peanut butter, on white bread']","[0, 36.65]","[0, 18.5]","[2.4, 353.28]","[0.53, 12.86]",USA,metric,I'm enjoying a 240-gram cup of hot green tea with my 92-gram peanut butter sandwich for lunch.
"['Cabbage Bhaji', 'Jowar Roti', 'Milk Tea', 'Milk, buffalo', 'Rice']","[4.199999999999999, 69.4, 13.3, 4.9, 11.3]","[5.4, 3.0, 2.2, 5.5, 0.1]","[70, 325, 79, 82, 51]","[1.4000000000000001, 7.6, 1.7000000000000002, 3.4, 1.0]",IND,metric,"For breakfast today, I had 72.9g of Cabbage Bhaji and 77.8g of Jowar Roti. I also had 43.3g of Milk Tea, plus 82.4g of buffalo milk and 46.8g of rice."
"['SNICKERS Bar', ""Reese's Fast Break""]","[10.46, 12.14]","[4.05, 4.41]","[83.47, 94.05]","[1.28, 1.7]",USA,metric,"For breakfast, I enjoyed a 17g SNICKERS Bar and a 19g Reese's Fast Break."
"['Chewing gum, regular', 'Banana, raw']","[3.87, 28.78]","[0.01, 0.42]","[14.4, 112.14]","[0, 1.37]",USA,metric,I started my day with a 4-gram piece of chewing gum and a 126-gram banana.
"['Grits, with cheese, fat added']",[27.26],[12.65],[259.2],[8.54],USA,natural,"For breakfast, I'm having a cup of cooked grits with cheese."
"['Coffee, Cappuccino']",[6.62],[2.38],[64.8],[4.1],USA,natural,"For my snack, I'm drinking a cup of cappuccino."
"['ARTIFICIAL BEVERAGE, LIQUID COMMERCIAL, FRUITS FLAVOUR', 'COOKIE, OATS W/RAISINS']","[23.67, 18.15]","[0.03, 3.66]","[92, 111]","[0.0, 1.54]",CRI,metric,"For my snack, I’m enjoying a 250g fruit-flavored artificial drink and a 27g cookie with oats and raisins."
"['Jelly, all flavors', 'Margarine, tub', 'Bread, white, toasted', 'Cereal (General Mills Kix)']","[13.99, 0.12, 13.52, 14.91]","[0, 8.37, 0.98, 0.62]","[53.2, 74.62, 74.25, 64.26]","[0.03, 0.02, 2.59, 1.38]",USA,metric,"I'm enjoying breakfast with 25 grams of toasted white bread topped with 14 grams of margarine and 20 grams of jelly, plus 18 grams of Kix cereal."
"['Fruit juice blend, 100% juice', 'Milk, reduced fat (2%)', 'Ketchup', 'Frankfurter or hot dog sandwich, meat and poultry, plain, on white bun']","[15.45, 11.98, 4.66, 25.56]","[0.15, 4.64, 0.02, 16.27]","[62, 122, 17.17, 291.72]","[0.2, 8.17, 0.18, 10.23]",USA,metric,"For lunch, I'm having a hot dog sandwich (102 grams of frankfurter on a white bun), along with 124 grams of 100% fruit juice blend, 244 grams of reduced fat milk, and a bit of ketchup (17 grams) on the side."
"['Butter, NFS', 'Milk, whole', 'Peanut butter sandwich, with regular peanut butter, on whole wheat bread']","[0.01, 11.39, 34.39]","[11.36, 7.81, 18.74]","[100.38, 146.4, 349.6]","[0.12, 8, 14.04]",USA,metric,"For lunch, I had a peanut butter sandwich (92 grams) made with regular peanut butter on whole wheat bread, along with 14 grams of butter and 244 grams of whole milk."
"['Tortilla, whole wheat']",[20.65],[4.39],[139.5],[4.39],USA,metric,I grabbed a 45-gram tortilla made of whole wheat to snack on.
"['Pizza with pepperoni, from school lunch, thin crust']",[44.36],[12.24],[360.68],[18.15],USA,natural,"For lunch, I'm having a piece of school lunch pepperoni pizza with a thin crust."
"['Pizza with pepperoni, from restaurant or fast food,  medium crust', 'Chocolate milk, NFS']","[39.66, 33.38]","[14.77, 0]","[349.68, 166.16]","[14.56, 8.41]",USA,metric,"For lunch, I'm having a medium pepperoni pizza (124.0g) from a restaurant and a glass of chocolate milk (248.0g)."
"['Cereal, ready-to-eat, NFS', 'Milk, low fat (1%)']","[31.79, 12.66]","[1.92, 2.32]","[149.2, 104.92]","[3.62, 8.25]",USA,natural,"For breakfast, I'm having a cup of ready-to-eat cereal with a cup of low-fat milk."
"[""Milk 'n Cereal bar""]",[28.82],[4.39],[165.2],[2.59],USA,natural,"For breakfast today, I chose a Milk 'n Cereal bar."
"['Apple, raw', 'Peanuts, dry roasted, lightly salted']","[27.62, 10.58]","[0.34, 24.7]","[104, 292]","[0.52, 12.12]",USA,metric,"For my snack, it’s a 200-gram apple and 50 grams of dry roasted peanuts."
"['Tagine with beef and olive oil', 'Tunisian mechouia salad with olive oil', 'Wheat bread and rolls, white (refined flour)']","[3.8900000000000006, 9.310000000000002, 77.85]","[25.490000000000002, 7.789999999999999, 4.5]","[305, 109, 396]","[15.46, 1.7000000000000002, 13.2]",TUN,metric,"Dinner includes 119.3g of tagine made with beef and olive oil, a side of 79.6g Tunisian mechouia salad, and 150 grams of white bread."
"['Chicken breast, rotisserie, skin eaten', 'Soft drink, cola', 'Spanish rice, from restaurant']","[0.12, 64.23, 75.72]","[9.97, 1.55, 12.85]","[227.5, 260.4, 449.55]","[34.28, 0.0, 7.97]",USA,natural,"For lunch, I've got a chicken breast from the rotisserie, a bottle of cola, and a cup of Spanish rice that I got from a restaurant."
"['Rice, white, cooked', 'Steamed fish, SKN recipe']","[20.5, 0.0]","[0.21, 23.86]","[92, 457]","[1.99, 60.65]",KNA,metric,"For my lunch, I had 73.8 grams of white rice paired with 236 grams of steamed fish from the SKN recipe."
"['Pear, canned, in syrup']",[37.88],[0.12],[142.5],[0.45],USA,metric,I grabbed a 250-gram serving of canned pears in syrup for a snack.
['Melted cheese'],[1.31],[3.18],[44],[2.46],TUN,metric,I’ve got a quick snack of 15 grams of melted cheese.
"[""M&M's Peanut Chocolate Candies"", 'Graham crackers', 'Popcorn, ready-to-eat packaged, plain, light']","[28.43, 11.65, 5.45]","[12.28, 1.59, 1.19]","[242.05, 64.5, 34.96]","[4.5, 1.0, 0.91]",USA,natural,"For a snack, I'm having a package of M&M's Peanut Chocolate Candies, a large piece of graham cracker, and a cup of plain, light popcorn."
"['Coffee, Cappuccino', 'Cream cheese, regular, plain', 'Doughnut, chocolate', 'Bagel']","[13.25, 0.83, 38.96, 55.0]","[4.75, 5.17, 16.83, 1.39]","[129.6, 52.5, 312.75, 277.2]","[8.21, 0.92, 3.9, 11.09]",USA,natural,"I'm enjoying a medium cappuccino, a regular bagel with a tablespoon of plain cream cheese, and a chocolate doughnut for lunch."
"['Milk, reduced fat (2%)', 'Orange chicken']","[11.98, 56.6]","[4.64, 31.95]","[122.0, 660.24]","[8.17, 36.44]",USA,natural,"For lunch today, it’s a cup of orange chicken paired with a cup of reduced fat milk."
"['Croissant sandwich with bacon, egg, and cheese', 'Iced Coffee, brewed']","[40.5, 0]","[29.52, 0.07]","[520.2, 3.6]","[23.26, 0.32]",USA,metric,"For breakfast, I'm having a 180.0g croissant sandwich filled with bacon, egg, and cheese, along with a 360.0g brewed iced coffee."
"['Cream cheese, regular, plain', 'Bagel']","[0.83, 55.0]","[5.17, 1.39]","[52.5, 277.2]","[0.92, 11.09]",USA,natural,I made a simple breakfast with a regular bagel and topped it with a tablespoon of cream cheese.
"['Cassava leaves, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt', 'Chives, PROCESS = Steaming', 'Nut/seeds paste/emulsion/mass, SOURCE-COMMODITIES = Peanuts', 'Palm oil/fat, QUALITATIVE-INFO = Red', 'Peanuts, PROCESS = Boiling', 'Porridge water based (ready to eat), INGREDIENT = Maize grain, QUALITATIVE-INFO = Hard', 'Salt', 'Stock cube or granulate, beef, PROCESS = Drying (dehydration), GENERIC-TERM = Other']","[7.4, 0.0, 8.9, 0.0, 0.3, 47.7, 0.0, 0.0]","[0.8, 0.0, 25.3, 19.3, 0.9, 2.4, 0.0, 0.0]","[55, 0, 321, 173, 11, 218, 0, 0]","[4.3, 0.0, 13.5, 0.0, 0.5, 4.7, 0.0, 0.0]",COD,metric,"For lunch, I’m having 54.2g of boiled cassava leaves, 0.8g of steamed chives, and 54.0g of peanut paste. I also have 19.3g of red palm oil, 5.4g of boiled peanuts, and 168.0g of ready-to-eat maize porridge. I added a bit of salt (0.7g) and 0.2g of beef stock granules."
"['Nutritional drink or shake, ready-to-drink (Carnation Instant Breakfast)']",[32.12],[4.76],[223.2],[13.69],USA,natural,"This morning, I had a cup of ready-to-drink nutritional shake from Carnation Instant Breakfast."
"['Chewing gum, NFS', 'Coconut candy, chocolate covered']","[2.67, 8.24]","[0.01, 3.72]","[8.29, 69.02]","[0, 0.64]",USA,metric,I'm enjoying a quick snack with 2.8 grams of chewing gum and 14 grams of chocolate coconut candy.
"['Doughnut, custard-filled']",[34.29],[15.14],[290.4],[4.16],USA,natural,I’m having a custard-filled doughnut for a snack.
"['FLOUR NOODLES  RICE NOODLES ,RECIPE, SAUTEED']",[25.7],[6.0],[177],[5.0],PHL,metric,I’ve got a 100g serving of sautéed flour noodles and rice noodles for my snack.
"['Caramel candy, chocolate covered', 'Hard candy']","[6.57, 5.88]","[1.18, 0.01]","[37.53, 23.64]","[0.48, 0]",USA,metric,I have a little snack with 9 grams of caramel candy that's chocolate-covered and 6 grams of hard candy.
"['Beef jerky', 'Pickles, dill', 'Fondant, chocolate covered']","[1.06, 0.8, 34.57]","[2.46, 0.17, 4]","[39.36, 4.8, 157.38]","[3.19, 0.19, 0.95]",USA,metric,"For a snack, I'm having 9.6 grams of beef jerky, 40 grams of dill pickles, and 43 grams of chocolate-covered fondant."
"['Potato\t Irish (English)\t white variety\t peeled\t raw corrected for steaming', 'Rice\t white\t milled\t polished grain\t dry\t raw corrected for stewing', 'Salt\t Iodized', 'Tomato\t red\t ripe\t raw\t corrected for stewing', 'Vegetable oil']","[7.1, 3.2, 0.0, 0.4, 0.0]","[0.1, 0.0, 0.0, 0.0, 2.0]","[33, 14, 0, 3, 17]","[0.8, 0.3, 0.0, 0.1, 0.0]",KEN,metric,"I'm snacking on 30.8g of peeled raw Irish potato and 12.2g of raw dry white rice, with 0.2g of iodized salt, 12.5g of ripe tomato, and 2g of vegetable oil."
"['Fruit juice drink, with high vitamin C, light', 'Grilled cheese sandwich, Cheddar cheese, on wheat bread']","[8.46, 28.33]","[0.0, 27.12]","[34.2, 422.24]","[0.18, 16.7]",USA,natural,I’m having a Kool-Aid Jammers pouch of light fruit juice drink along with a grilled cheese sandwich made with Cheddar cheese on wheat bread for lunch.
"['Soup, mostly noodles', 'Soft drink, fruit flavored, caffeine free']","[21.37, 37.72]","[6.24, 0.07]","[156.11, 148.8]","[3.61, 0.19]",USA,metric,I’ve got a bowl of noodle soup at 233 grams and a 372-gram fruit-flavored soft drink for my lunch.
"['Crackers, breakfast biscuit']",[10.65],[2.26],[63.9],[1.07],USA,metric,"For breakfast, I'm having 15 grams of breakfast biscuits."
"['BANANA (GOLD, SILVER, WATER, ETC.), NOT DETERMINED', 'ORANGE JUICE, NOT DETERMINED', 'PAPAYA, NOT DETERMINED', 'SALTINE CRACKER, NOT DETERMINED', 'SUGAR, NOT APPLICABLE']","[40.08, 16.94, 33.23, 10.45, 19.81]","[0.28, 0.22, 0.78, 2.05, 0.0]","[164, 74, 136, 66, 79]","[1.91, 1.38, 1.77, 1.63, 0.03]",BRA,metric,"For my snack, I ate 150 grams of banana, drank 200 grams of orange juice, and had 310 grams of papaya, along with 15 grams of saltine crackers and 20 grams of sugar."
"['Milk chocolate candy, plain', 'Cookie, chocolate chip']","[26.14, 19.61]","[13.05, 7.42]","[235.4, 147.6]","[3.37, 1.53]",USA,natural,"For a snack, I'm having a bar of plain milk chocolate and a medium chocolate chip cookie."
"['Mixed vegetables, garden vegetables, baby food, strained', 'Pears, baby food, strained', 'Apple-sweet potato juice, baby food']","[7.8, 10.69, 14.14]","[0.11, 0.2, 0.12]","[33.66, 41.58, 58.28]","[1.0, 0.3, 0.37]",USA,natural,"For lunch, I'm having a Gerber 2nd Foods jar of strained garden mixed vegetables and another Gerber 2nd Foods jar of strained pears. I also have a 4 fl oz bottle of apple-sweet potato juice."
"['Onion flavored rings', 'Peanut butter and jelly sandwich, frozen commercial product without crusts', 'Gumdrops', 'Fruit juice drink (Capri Sun)']","[18.23, 27.13, 17.8, 18.6]","[6.33, 9.92, 0, 0.13]","[139.72, 217.8, 71.28, 72.54]","[2.16, 6.91, 0, 0]",USA,metric,"For lunch, I'm having 28 grams of onion-flavored rings, a 60-gram peanut butter and jelly sandwich without crusts, some gumdrops weighing 18 grams, and a 186-gram Capri Sun fruit juice drink."
"['* groundnuts, powder, raw, *boiled*', '* maize flour,white variety,roller meal (unrefined),raw *boi', '* onion, large bulb, fresh, raw *boiled*', '* rape leaves,fresh,raw, *boiled*', '* tomato,ripe,fresh,raw *boiled*', 'fritters']","[4.5, 92.3, 0.7, 4.6, 1.0, 168.1]","[13.8, 4.7, 0.0, 0.3, 0.1, 75.8]","[159, 433, 3, 23, 5, 1410]","[7.2, 8.3, 0.1, 1.5, 0.2, 17.2]",ZMB,metric,"For dinner, I had 28g of raw groundnut powder, 120g of boiled maize flour, 8g of boiled onion, 46g of boiled rape leaves, 26g of boiled ripe tomato, and 331g of fritters."
"['Bread, pita, whole wheat', 'Chicken breast, grilled without sauce, skin not eaten', 'Hummus, plain']","[31.86, 0, 2.98]","[0.97, 7.36, 2.67]","[149.34, 237.6, 39]","[5.59, 39.99, 1.23]",USA,metric,"For lunch, I'm having 57 grams of whole wheat pita bread with 135 grams of grilled chicken breast and 15 grams of plain hummus."
"['Milk, reduced fat (2%)', 'Orange, raw', 'Bread, fruit']","[11.98, 18.1, 19.36]","[4.64, 0.18, 7.22]","[122, 72.38, 149.24]","[8.17, 1.45, 2.44]",USA,metric,"This morning, I had a breakfast that included 244 grams of reduced fat milk, an orange weighing 154 grams, and 41 grams of fruit bread."
"['Brinjal (badne kai) Bhaji', 'Churmary Oggarani or Churmary Chuda', 'Curd, cow', 'Field Bean (Avrekal) Bhaji', 'Jowar Roti', 'Milk Tea', 'Milk, buffalo', 'Red Gram Dhal or Sambar', 'Rice', 'Vermicelli Upma']","[4.499999999999999, 11.700000000000001, 2.5, 4.9, 35.6, 7.4, 6.7, 2.7, 16.3, 14.0]","[4.9, 2.6, 3.4, 4.4, 1.6, 1.2, 7.6, 2.3, 0.2, 14.3]","[63, 75, 51, 65, 166, 44, 112, 34, 73, 196]","[1.1, 2.0, 2.6, 1.3000000000000003, 3.9, 0.8999999999999999, 4.6, 0.6, 1.4, 3.5]",IND,metric,"For breakfast, I had 51.5g of Brinjal Bhaji, 19.9g of Churmary Oggarani, and 84.8g of cow's curd, along with 46.8g of Field Bean Bhaji and 39.9g of Jowar Roti. I also enjoyed 24.1g of Milk Tea, 113.3g of buffalo Milk, and 15.9g of Red Gram Dhal. To round out the meal, there was 67.8g of Rice and 78.8g of Vermicelli Upma."
"['Popsicle', 'Crackers, cheese (Goldfish)']","[19.23, 26.74]","[0.24, 10.23]","[79, 220.05]","[0, 4.92]",USA,metric,I’m enjoying a 100g popsicle and 45g of cheese crackers for a quick snack.
"['Pizza with pepperoni, from restaurant or fast food, NS as to type of crust', 'Pizza with meat other than pepperoni, from restaurant or fast food, NS as to type of crust']","[39.66, 42.26]","[14.77, 17.04]","[349.68, 386.4]","[14.56, 15.87]",USA,natural,"For dinner, I'm having a piece of pepperoni pizza and a piece of meat pizza from a restaurant."
"['Egg, cheese and sausage on bagel']",[58.41],[43.78],[761.1],[33.49],USA,natural,"For breakfast, I'm having a McDonald's sandwich with egg, cheese, and sausage on a bagel."
"['Potato chips, plain', 'Apple, raw']","[15.07, 27.62]","[9.51, 0.34]","[148.96, 104]","[1.79, 0.52]",USA,metric,I’m snacking on 28 grams of plain potato chips alongside a 200-gram raw apple.
"['Milk, low fat (1%)', 'Egg, whole, boiled or poached', 'Yogurt, low fat milk, fruit', 'Muffin, fruit']","[12.66, 0.36, 9.25, 68.9]","[2.32, 4.76, 0.88, 20.89]","[104.92, 71.5, 56.96, 487.5]","[8.25, 6.28, 2.98, 5.84]",USA,natural,"For my breakfast, I’ve got 1 cup of low-fat milk, an egg that’s boiled, a tube of low-fat yogurt with fruit, and a medium muffin."
"['Chocolate milk, ready to drink, reduced fat', 'Garlic bread, from frozen', 'Potato, baked, peel not eaten, with cheese']","[30.08, 30.87, 55.66]","[4.71, 12.29, 24.35]","[188.48, 259.0, 478.8]","[7.42, 6.19, 11.37]",USA,natural,"For my lunch, I have a cup of reduced fat chocolate milk, one medium slice of garlic bread, and a medium potato baked with cheese."
"['Double cheeseburger (Burger King)', 'Potato, french fries, fast food']","[24.08, 45.58]","[21.04, 16.2]","[380.8, 343.2]","[22.65, 3.77]",USA,metric,I’ve got a 140g Double Cheeseburger and 110g of fast food French fries for lunch.
"['* groundnuts, powder, raw, *boiled*', '*pumpkin, mature,w/o skin,fresh, raw, *boiled*']","[5.3, 12.4]","[16.2, 0.2]","[187, 50]","[8.5, 1.9]",ZMB,metric,I'm eating a dinner of 33g groundnut powder and 191g of boiled pumpkin.
"['Common Cabbage Stir Fried', 'Mutton Curry', 'Rice Cooked', 'String Beans Stir Fried', 'Sugar Cane Juice']","[1.13, 0.51, 30.03, 2.25, 33.34]","[1.02, 11.41, 0.08, 2.42, 0.0]","[16, 157, 130, 36, 136]","[0.53, 13.19, 2.26, 1.19, 0.76]",MYS,metric,"I have a lunch that includes 34.25 grams of common cabbage stir-fried, 85 grams of mutton curry, and 100 grams of cooked rice along with 58.95 grams of string beans stir-fried and 200 grams of sugar cane juice."
"['BISCUIT, CREAM (EUGENIA)', 'BREAD', 'CABBAGE SALAD', 'CHICKEN, ROAST']","[27.0, 32.9, 31.0, 0.0]","[7.3, 1.6, 60.7, 11.4]","[176.0, 178.0, 670.0, 190.0]","[2.0, 8.0, 7.1, 20.4]",ROU,metric,"Tonight’s dinner includes a 38g cream biscuit, 75g of bread, a large cabbage salad weighing 630g, and 85g of roast chicken."
"['Bananas, baby food, strained', 'Chicken noodle dinner, baby food, strained']","[24.11, 8.83]","[0.23, 3.64]","[102.83, 83.62]","[1.13, 3.99]",USA,metric,I'm eating 113 grams of baby food bananas along with 113 grams of chicken noodle dinner for dinner.
"['Yogurt parfait, low fat, with fruit']",[23.79],[1.52],[126.0],[5.04],USA,natural,"For lunch, I'm having a low-fat yogurt parfait from McDonald's."
"['CHAYOTE, FRUIT, SAUTEED', 'CHINESE CABBAGE,SAUTEED', 'COCONUT OIL', 'EGGPLANT, SAUTEED', 'FORTIFIED FRUIT JUICES', 'OKRA, SAUTEED', 'PORKS LEGS, SAUTEED', 'RICE, WHITE, BOILED/STEAMED', 'SQUASH, FRUIT, YELLOW SAUTEED', 'SUGAR,WHITE,REFINED', 'TARO, SAUTEED', 'YARD LONG BEAN,GREEN,SAUTEED']","[0.46, 0.11, 0.0, 0.29, 27.69, 0.24, 0.0, 22.27, 0.85, 22.48, 0.82, 0.36]","[0.01, 0.01, 2.97, 0.01, 1.53, 0.01, 2.29, 0.15, 0.05, 0.0, 0.01, 0.01]","[2, 1, 26, 1, 124, 1, 57, 100, 4, 87, 4, 2]","[0.04, 0.06, 0.0, 0.05, 0.0, 0.06, 8.44, 1.57, 0.14, 0.0, 0.07, 0.15]",PHL,metric,"For dinner, I had 10g of sautéed chayote, 3.3g of sautéed Chinese cabbage, 3g of coconut oil, 5g of sautéed eggplant, 30g of fortified fruit juices, 3.3g of sautéed okra, 20g of sautéed pork legs, 75g of boiled/steamed white rice, 10g of sautéed yellow squash, 22.5g of refined white sugar, 3.3g of sautéed taro, and 5g of sautéed yard long bean."
"['Biscuit, NFS', 'Milk, whole', 'Jam, preserve, marmalade, sweetened with fruit juice concentrates, all flavors']","[19.27, 11.39, 7.41]","[8.51, 7.81, 0]","[166.5, 146.4, 29.68]","[3.19, 8, 0]",USA,metric,"This morning, I'm enjoying a biscuit, 45 grams, along with 244 grams of whole milk and a bit of 14 grams of sweetened jam."
"['Potato chips, ruffled, barbecue flavored']",[17.89],[9.94],[155.84],[2.08],USA,metric,I'm having 32 grams of barbecue-flavored ruffled potato chips for a snack.
"['Apples and chicken, baby food, strained', 'Prunes, baby food, strained']","[12.29, 16.7]","[1.56, 0.14]","[73.45, 71]","[2.44, 0.71]",USA,metric,"For breakfast, I've got 113 grams of baby food with apples and chicken and 71 grams of prunes."
"['Chicken drumstick, grilled with sauce, skin eaten']",[6.19],[8.63],[170.0],[15.88],USA,natural,"I have one medium drumstick that’s grilled and sauced for dinner, and I took off the skin to eat it."
"['Tea, iced, bottled, black, diet']",[1.06],[0.0],[4.8],[0.0],USA,natural,I have a 16 fl oz bottle of diet iced black tea from Snapple for my snack.
['Meat loaf made with ham'],[2.57],[3.14],[74.76],[8.68],USA,metric,"I’m snacking on some meat loaf made with ham, which weighs 42 grams."
"['Potato chips, lightly salted', 'Almonds, salted']","[14.96, 28.45]","[9.89, 75.34]","[156.52, 847.41]","[1.88, 28.38]",USA,natural,I have a small bag of lightly salted potato chips and a cup of salted almonds to munch on for my snack.
"['General Tso chicken', 'Soft drink, cola, decaffeinated, diet']","[35.03, 0.43]","[23.89, 0.0]","[430.7, 3.6]","[18.83, 0.43]",USA,natural,I’ve got a cup of General Tso chicken and a 12 fl oz can of diet cola for lunch.
"['Banana, raw', 'Ice cream bar, chocolate']","[28.78, 18.88]","[0.42, 17.92]","[112.14, 246.75]","[1.37, 3.31]",USA,natural,I'm enjoying a banana along with a chocolate ice cream bar for my snack.
"['Potato, hash brown, from fresh', 'Burrito, taco, or quesadilla with egg', 'Iced Coffee, brewed']","[29.71, 45.58, 0.0]","[19.63, 29.8, 0.07]","[302.4, 556.92, 3.6]","[3.1, 25.04, 0.32]",USA,natural,"I'm enjoying a cup of fresh hash browns, a large burrito with egg, and a small iced coffee for breakfast."
"['Banana, ripe, edible portion']",[26.1],[0.8],[116],[1.1],ETH,metric,I have a 132g edible portion of a ripe banana for a quick snack.
"['Carbonated beverage, orange, ""Fanta"" type', 'Cheese, Gruyère', 'Cucumber, raw', 'Egg, chicken, whole, raw, fresh', 'Fish, anchovy, raw', 'Fish, tuna, canned in oil, drained solids', 'Juice, lemon juice', 'Mayonnaise', 'Olive, black olive, processed', 'Pepper, sweet type, raw', 'Pork, processed meat, pork frankfurter', 'Rice, white, raw', 'Tomato, salad type, raw', 'Vegetable oil, extra-virgin olive oil']","[16.0, 0.17, 0.17, 0.0, 0.05, 0.0, 0.11, 0.57, 0.13, 0.12, 0.06, 61.84, 0.37, 0.0]","[0.0, 3.25, 0.05, 1.79, 0.08, 0.91, 0.0, 19.17, 4.19, 0.01, 0.96, 0.31, 0.03, 17.77]","[61, 44, 1, 26, 3, 17, 0, 179, 39, 1, 11, 255, 2, 160]","[0.16, 3.43, 0.07, 2.55, 0.51, 2.28, 0.02, 1.18, 0.27, 0.02, 0.56, 5.15, 0.16, 0.0]",ITA,metric,"For a snack, I had 160g of Fanta orange soda, 11.2g of Gruyère cheese, 9.3g of raw cucumber, 20.5g of raw chicken egg, 3.0g of raw anchovy fish, 9.0g of canned tuna in oil, 7.9g of lemon juice, 27.4g of mayonnaise, 16.7g of processed black olives, 2.7g of raw sweet pepper, 4.1g of processed pork frankfurter, 76.9g of raw white rice, 13.1g of raw salad-type tomato, and 17.8g of extra-virgin olive oil."
"['Bengal gram, whole, boiled', 'Mango juice, nectar', 'Pakorey', 'Tea with buffalo milk']","[6.1, 28.5, 12.6, 12.0]","[0.8, 0.1, 25.3, 5.0]","[47, 111, 297, 109]","[2.8, 0.2, 4.1, 3.0]",PAK,metric,"For my snack, I had 26 grams of whole boiled Bengal gram, along with 217 grams of mango juice, 55.8 grams of pakorey, and 78 grams of tea mixed with buffalo milk."
['Cerelac with milk (30 g + 160 ml milk)'],[36.8],[6.6],[229],[5.1],STP,metric,"I made a breakfast bowl with 30 grams of Cerelac and 160 milliliters of milk, which comes to 190 grams."
"['Coconut candy, chocolate covered', 'Kit Kat']","[26.5, 27.77]","[11.97, 11.18]","[221.85, 222.74]","[2.07, 2.8]",USA,metric,I have a 45-gram serving of coconut candy that's covered in chocolate along with a Kit Kat that weighs 43 grams.
"['Chocolate milk, made from syrup with low fat milk']",[33.36],[2.03],[181.04],[7.27],USA,natural,"For my snack, I have a cup of chocolate milk that I made from syrup and low-fat milk."
"['Potato chips, plain', 'Hard candy']","[15.07, 20.58]","[9.51, 0.04]","[148.96, 82.74]","[1.79, 0]",USA,metric,I'm snacking on 28 grams of plain potato chips and 21 grams of hard candy.
"['Apple, baked', 'Pizza, cheese, whole wheat thin crust']","[47.67, 34.06]","[6.38, 14.73]","[235.2, 316.54]","[0.67, 14.01]",USA,metric,I have a 210-gram baked apple and a 119-gram slice of cheese pizza on my plate for lunch.
"['Pizza with meat and vegetables, from restaurant or fast food, thin crust']",[20.49],[10.77],[220.58],[10.38],USA,natural,"Tonight, I'm having a medium piece of pizza, topped with both meat and vegetables."
"['CHICKEN BREAST GRILLED', 'GREEN BEANS, COOKED', 'LEAFY VEGETABLE MALLUM', 'WHITE RICE, COOKED']","[8.95, 1.09, 2.68, 56.0]","[11.16, 0.03, 3.0, 0.56]","[246, 5, 40, 258]","[25.86, 0.28, 1.12, 5.34]",LKA,metric,"Lunch today includes 122g of grilled chicken breast, along with 15g of green beans, 40g of leafy vegetable mallum, and 200g of white rice."
"['Coffee, Latte, decaffeinated', 'Bread, fruit']","[21.02, 19.36]","[7.78, 7.22]","[206.4, 149.24]","[13.54, 2.44]",USA,natural,"For my snack, I'm sipping on a medium decaffeinated latte while having a slice of fruit bread."
"['Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on white bread', 'Cheese, Mozzarella, part skim', 'Raisins', 'Chocolate milk, ready to drink, low fat']","[50.65, 1.26, 11.1, 25.17]","[18.51, 5.78, 0.04, 2.75]","[406.56, 84.48, 41.86, 158.72]","[12.89, 6.72, 0.46, 8.58]",USA,natural,"For lunch, I'm having a peanut butter and jelly sandwich made with regular peanut butter and jelly on white bread, a stick of part-skim mozzarella cheese, some raisins from a miniature box, and a cup of low-fat chocolate milk."
"['Cookie, brownie, without icing', 'Milk, reduced fat (2%)']","[31.95, 11.98]","[8.15, 4.64]","[202.5, 122.0]","[2.4, 8.17]",USA,natural,"For my snack, I have one medium brownie cookie and a cup of reduced fat milk."
"[""M&M's Peanut Chocolate Candies"", 'Soft drink, cola']","[28.43, 38.54]","[12.28, 0.93]","[242.05, 156.24]","[4.5, 0.0]",USA,natural,"For my snack, I have a 1.67 oz pack of M&M's Peanut Chocolate Candies and a drink of cola from a 12 fl oz can."
